Id,Nombre,Tipo,Localidad,Provincia,Latitud,Longitud,Altura,Id Interno,Ubicacion,Desde,Hasta
481,Zampalito - EEA Consulta,Nimbus THP,Tupungato,Mendoza,-33.48,-69.05,750,A872700,"Zampalito, Tupungato, Mendoza",22/07/2015,26/07/2019
413,25 de Mayo - EEA Pergamino,Nimbus THP,25 de Mayo,Buenos Aires,-35.48,-60.13,85,A872872,CC 18 CP6660,04/09/2012,23/09/2020
682,5000,Nimbus THP,Hurlingham,Buenos Aires,-90,0,0,A875000,-,20/11/2019,27/04/2020
683,5001,Nimbus THP,Hurlingham,Buenos Aires,-90,0,0,A875001,-,20/11/2019,27/04/2020
671,A873000,Nimbus THP,25 de Mayo,Río Negro,-90,-20,100,A873000,A873000,27/06/2019,09/03/2020
675,A877777,Nimbus THP,25 de Mayo,Río Negro,0,0,0,A877777,A877777,17/10/2019,21/04/2020
516,Abra Pampa - EEA Abra Pampa,Nimbus THP,Abra Pampa,Jujuy,-22.8,-65.83,3463,A872923,Ruta Provincial 11 km 17 - Abra Pampa,28/08/2013,23/09/2020
566,Alcaraz,Omixom,Sin asignar,Entre Rios,-31.48,-59.59,0,91046,La Paz,31/03/2017,12/01/2019
625,Aldea Asuncion,Omixom,Sin asignar,Entre Rios,-32.93,-59.24,0,91086,Gualeguay,09/11/2017,12/01/2019
279,Alej. Roca - EEA Marcos Juarez,Nimbus THP,Alejandro Roca,Córdoba,-33.5,-63.66,215,A872828,"Colonia San José, 20km al sur de A. Roca",18/11/2011,25/04/2020
236,Alfonso - EEA Pergamino,Nimbus THP,Mariano Alfonso,Buenos Aires,-33.91,-60.84,80,A872814,Ruta 8 km; 248.,31/12/1999,23/09/2020
365,Algarrobo,Davis,Algarrobo,Buenos Aires,-38.89,-63.14,40,D0010,Algarrobo (Hilario Ascasubi),06/09/2012,07/05/2019
632,Almacén Iglesias,Omixom,Sin asignar,Entre Rios,-32.02,-59.53,0,91095,Nogoyá,31/03/2017,12/01/2019
621,Altamirano Norte,Omixom,Sin asignar,Entre Rios,-32.06,-59.16,0,91081,Tala,05/10/2017,12/01/2019
393,Andalgala - EEA Catamarca,Nimbus THP,Andalgala,Catamarca,-27.61,-66.33,983,A872885,Ing. Jacobaci s/n. Distrito de Huaco CP :4740,12/12/2012,23/09/2020
403,Andresito - EEA Montecarlo,Nimbus THP,Andresito,Misiones,-25.62,-54.07,261,A872912,"RP 19 y Av. Chile, acceso Andresito, CP: 3385",11/06/2013,23/09/2020
233,Anguil -EEA Anguil,Nimbus THP,Anguil,La Pampa,-36.54,-63.99,165,A872823,Ruta Nacional Nº 5 Km. 580. CP: 6326,13/09/2010,23/09/2020
468,Aparicio - EEA Barrow,Nimbus THP,Coronel Dorrego,Buenos Aires,-38.67,-60.93,118.800003051758,A872838,0,12/11/2014,09/06/2017
411,Apolinario Saravia - EEA Salta,Nimbus THP,Apolinario Saravia,Salta,-24.43,-63.99,360,A872879,"Ruta Prov. N°5 y acceso a A. Saravia, CP: 4449",11/09/2013,08/09/2020
602,Arandú,Omixom,Sin asignar,Corrientes,-29.78,-57.46,0,92024,Bonpland,31/03/2017,10/01/2019
237,Arrecifes - EEA Pergamino,Nimbus THP,Arrecifes,Buenos Aires,-34.05,-60.14,36,A872820,"Ruta 8 Km 178,5",11/10/2010,23/09/2020
583,Arroyo Barú,Omixom,Sin asignar,Entre Rios,-31.85,-58.47,0,91064,Colón,04/04/2017,12/01/2019
577,Arroyo del Medio,Omixom,Sin asignar,Entre Rios,-31.31,-59.09,0,91058,Federal,18/04/2017,12/01/2019
539,Atencio,Omixom,Sin asignar,Entre Rios,-30.66,-58.77,0,91037,Feliciano,31/03/2017,12/01/2019
404,B de Irigoyen - EEA Montecarlo,Nimbus THP,Bernardo de Irigoyen,Misiones,-26.28,-53.67,815,A872913,"RN 14, acceso B. de Irigoyen, CP: 3366",07/06/2013,23/09/2020
242,Balcarce - EEA Balcarce,Nimbus THP,Balcarce,Buenos Aires,-37.76,-58.3,130,A872824,"Ruta 226 km 73,5. C.C 276 CP: 7620",10/11/2010,22/10/2019
251,Bandera - EEA E Santiago,Nimbus THP,Belgrano,Santiago del Estero,-28.89,-62.27,98,A872811,,14/12/2010,23/09/2020
269,Bariloche - EEA Bariloche,Nimbus THP,Bariloche,Río Negro,-41.12,-71.25,796,A872849,Modesta Victoria 4450 CP: 8400,28/05/2011,23/09/2020
383,Basail - EEA Col Benitez,Nimbus THP,San Fernando,Chaco,-27.9,-59.3,55,A872893,,13/12/2012,14/10/2019
574,Basavilbaso,Omixom,Sin asignar,Entre Rios,-32.38,-58.88,0,91054,Uruguay,31/03/2017,12/01/2019
546,Basualdo,Omixom,Sin asignar,Entre Rios,-30.29,-58.66,0,91024,Feliciano,31/03/2017,12/01/2019
491,Bella Vista - EEA Bella Vista,Nimbus THP,Bella Vista,Corrientes,-28.45,-58.99,70,A872951,Ruta 27-10Km norte de Bella Vista -CC5-3432,17/06/2015,23/09/2020
580,Berduc,Omixom,Sin asignar,Entre Rios,-31.94,-58.3,0,91061,Colon,31/03/2017,12/01/2019
650,Berón de Astrada,Omixom,Sin asignar,Corrientes,-27.42,-57.64,0,32007,Berón de Astrada,03/04/2017,17/12/2018
425,Bme de las Casas -EEA Colorado,Nimbus THP,Bartolomé de las Casas,Formosa,-25.45,-59.5,116.400001525879,A872904,-,12/12/2013,04/05/2018
465,Bodegas Etchart,Davis,Cafayate,Salta,-26.1,-65.97,1620,D0004,Ruta Nacional Nº 40 - Km 4338,24/11/2014,01/04/2020
518,Bordenave - EEA Bordenave,Nimbus THP,Bordenave,Buenos Aires,-37.75,-63.08,202,A872817,"Ruta Provincial 76 Km 36,5 8187",02/11/2016,23/09/2020
505,Bordo,Davis,General Güemes,Salta,-24.66,-65.11,797,D0055,Estancia El Bordo de las Lanzas,06/01/2016,06/02/2020
487,Buenaventura,Davis,Anta,Salta,-24.98,-64.37,579,D0015,Ruta Prov. N° 68 Km. 9,09/07/2015,10/12/2018
305,C. A. Cordero - EEA Alto Valle,Nimbus THP,C.Almte Cordero,Río Negro,-38.74,-68.11,297,A872848,"“el 15” sobre RN 151, Km 26. CP: 8301",27/05/2011,21/11/2018
427,Caa Cati - EEA Corrientes,Nimbus THP,Caá Catí,Corrientes,-27.75,-57.62,74,A872921,"Blanco Vega 319, CP: 3407",17/12/2013,14/08/2020
589,Cabaña El Paraiso,Omixom,Sin asignar,Corrientes,-29.69,-58.29,0,92007,Curuzú Cuatiá,21/07/2017,12/01/2019
343,CAFER - Don Cristóbal,Imetos,Don Cristóbal Primero,Entre Rios,-32.07,-59.99,101,1039,Dto. de Nogoyá,31/12/2011,12/12/2015
296,Calchaqui - EEA Reconquista,Nimbus THP,Calchaqui,Santa Fe,-29.88,-60.24,70,A872867,"Est. Los Laureles, 5 km al este de Calchaquí",16/11/2011,23/09/2020
474,Calingasta - EEA San Juan,Nimbus THP,Calingasta,San Juan,-31.62,-69.46,30,A872927,"Presidente Roca S/N. C.P. 5405, Barreal",25/11/2014,23/09/2020
484,Capilla de Siton - ICyA CIRN,Nimbus THP,Capilla de Sitón,Córdoba,-30.57,-63.65,212,A872945,-,14/04/2015,23/09/2020
664,Capilla del Monte (EMC),Convencional Instr. Completo,Capilla del Monte,Córdoba,-30.87,-64.55,0,NH0989,Establecimiento privado,02/01/2012,03/09/2020
678,Casbas - EEA C. Naredo,Nimbus THP,A definir,Sin asignar,-36.86,-62.45,100,A872926,Casbas,05/11/2019,23/09/2020
79,Castelar - ICyA CIRN,Nimbus THP,Hurlingham,Buenos Aires,-34.61,-58.67,22,A872801,Las Cabañas y De Los Reseros s/n,06/08/2009,23/09/2020
380,Catuna - EEA La Rioja,Nimbus THP,Villa Santa Rita de Catuna,La Rioja,-30.96,-66.17,497,A872889,"Ruta Nac. 79 s/n,Dto.Gral Ortiz de Ocampo, CP:5275",04/06/2012,19/07/2020
431,Caucete - EEA San Juan,Nimbus THP,Caucete,San Juan,-31.7,-68.29,543,A872928,Divisoria e/20 y Ruta 270 Dto 25 de Mayo CP: 5443,11/04/2014,23/09/2020
489,Cañada Ombu - EEA Reconquista,Nimbus THP,Cañada Ombu,Santa Fe,-28.36,-60.15,58,A872946,"Ruta 100, KM 20,Código Postal: 3551",21/11/2016,21/09/2020
476,Cañada Seca - EEA Villegas,Nimbus THP,Cañada Seca,Buenos Aires,-34.55,-62.9,127,A872943,"Ruta 33, Km 495 (3 km por camino rural) CP 6105",03/12/2014,03/04/2020
605,CE.TE.PRO.,Omixom,Sin asignar,Corrientes,-27.47,-58.78,0,92029,Corrientes,31/03/2017,16/10/2018
638,CEAGRO,Omixom,Sin asignar,Corrientes,-29.56,-58.09,0,32012,Curuzú Cuatiá,31/03/2017,12/01/2019
585,Centro de Conservación,Omixom,Sin asignar,Corrientes,-27.34,-58.6,0,92002,San Cosme,31/03/2017,16/10/2018
293,Ceres - EEA Rafaela,Nimbus THP,Ceres,Santa Fe,-29.87,-61.96,2,A872864,"Ruta 34 km 389, Ceres",06/06/2013,23/09/2020
569,Cerrito,Omixom,Sin asignar,Entre Rios,-31.59,-60.08,0,91049,Parana,31/03/2017,12/01/2019
382,Cerro Azul - EEA Cerro Azul,Nimbus THP,Cerro Azul,Misiones,-27.66,-55.44,292,A872908,Ruta Nacional 14. Km. 1085. CP: 3313,28/12/2012,22/09/2020
458,Chacra 25 de Julio,Davis,28 de Julio,Chubut,-43.4,-65.82,36,D0006,,23/10/2014,05/12/2014
559,Chajarí,Omixom,Sin asignar,Entre Rios,-30.74,-58.01,0,91038,Federación,31/03/2017,12/01/2019
472,Chascomus - EEA Cuenca Salado,Nimbus THP,Chascomus,Buenos Aires,-35.74,-58.05,28.2000007629395,A872806,,21/11/2014,23/09/2020
592,Chavarria,Omixom,Sin asignar,Corrientes,-28.87,-58.46,0,92012,San Roque,31/03/2017,26/10/2018
401,Cnel Pringles - EEA Bordenave,Nimbus THP,Coronel Suarez,Buenos Aires,-37.74,-61.53,217,A872701,,30/05/2013,23/02/2019
377,Col Popular - EEA Col Benitez,Nimbus THP,Colonia Popular,Chaco,-27.27,-59.14,82,A872891,Ruta Nº 16 km 38 CP: 3505,11/12/2012,23/09/2020
495,Colan Conhué - EEA Esquel,Nimbus THP,Colan Conhué,Chubut,-43.23,-69.92,844,A872854,---,03/07/2015,23/09/2020
636,Colonia Carlos Pellegrini,Omixom,Sin asignar,Corrientes,-28.55,-57.2,0,32004,San Martin,03/04/2017,13/01/2019
530,Colonia Carrasco,Omixom,Sin asignar,Entre Rios,-31.32,-59.59,0,91019,La Paz,31/03/2017,10/01/2019
639,Colonia Catalina,Omixom,Sin asignar,Entre Rios,-31.51,-58.55,0,31002,Villaguay,09/08/2017,14/01/2019
629,Colonia Celina,Omixom,Sin asignar,Entre Rios,-31.62,-60.31,0,91090,Parana,31/03/2017,12/01/2019
573,Colonia San Carlos,Omixom,Sin asignar,Entre Rios,-31.19,-59.52,0,91053,La Paz,31/03/2017,12/01/2019
612,Colonia Santa Lucia,Omixom,Sin asignar,Entre Rios,-30.88,-58.51,0,91072,Federal,28/11/2017,12/01/2019
560,Colón,Omixom,Sin asignar,Entre Rios,-32.25,-58.15,0,91039,Colón,31/03/2017,12/01/2019
480,Comandante Fontana,Davis,Comandante Fontana,Formosa,-25.36,-59.69,86,D0014,Zona Rural - Lote 20,04/03/2015,12/03/2015
272,Concepción - EEA Conc. Uruguay,Nimbus THP,Concepción del Uruguay,Entre Rios,-32.49,-58.35,17,A872830,Ruta 39 Km 143.5,29/10/2012,23/09/2020
635,Coopecicor,Omixom,Sin asignar,Corrientes,-30.62,-57.98,0,32002,Mocoreta,22/09/2017,07/01/2019
244,Coronel Suarez - EEA Bordenave,Nimbus THP,Coronel Suarez,Buenos Aires,-37.44,-61.92,237,A872816,Av. Teresita Castilla 497. CP: 7540,25/11/2010,23/09/2020
645,Corrales,Omixom,Sin asignar,Entre Rios,-32.57,-60.09,0,31008,Victoria,31/03/2017,25/12/2018
517,Crespo,Omixom,Paraná,Entre Rios,-32.07,-60.25,0,31001,Parana,31/03/2017,13/01/2019
554,Crucecita 7ma.,Omixom,Sin asignar,Entre Rios,-31.97,-59.85,0,91033,Nogoya,03/05/2017,02/01/2019
617,Crucecita Tercera,Omixom,Sin asignar,Entre Rios,-32.21,-59.67,0,91077,Nogoya,31/03/2017,02/01/2019
643,Cuchilla,Omixom,Sin asignar,Entre Rios,-33.04,-59.44,0,31006,Gualeguay,26/07/2017,13/01/2019
600,Curuzu Cuatia (Aeropuerto),Omixom,Sin asignar,Corrientes,-29.75,-57.98,0,92022,Curuzu Cuatia,10/09/2017,19/12/2018
436,Curuzu Cuatia - EEA Mercedes,Nimbus THP,Curuzu Cuatia,Corrientes,-29.87,-58.11,80,A872920,"Ruta Provincial 126, km 68. Dpto Mercedes CP: 3460",12/02/2014,02/03/2020
243,De La Garma - ICyA CIRN,Nimbus THP,De La Garma,Buenos Aires,-37.84,-60.39,138,A872807,Ruta 75 - Cuartel XIV - Adolfo Gonzales Chaves,22/11/2010,23/01/2017
478,Dean Funes - EEA Manfredi,Nimbus THP,Dean Funes,Córdoba,-30.34,-64.32,701.5,A872829,-,14/04/2015,23/09/2020
450,Delta - EEA Delta del Parana,Nimbus THP,Islas de Campana,Buenos Aires,-34.17,-58.87,18,A872710,Río Paraná de la Palmas y Canal Laurentino Comas,16/04/2014,05/02/2018
597,Derqui,Omixom,Sin asignar,Corrientes,-27.83,-58.79,0,92017,Empedrado,31/03/2017,25/10/2018
631,Diamante (Ejido),Omixom,Sin asignar,Entre Rios,-32.13,-60.53,0,91094,Diamante,31/03/2017,12/01/2019
549,Don Cristobal 2da.,Omixom,Sin asignar,Entre Rios,-32.07,-60,0,91027,Nogoya,31/03/2017,12/01/2019
502,Du Graty - EEA Sáenz Peña,Nimbus THP,Coronel Du Graty,Chaco,-27.7,-60.91,89.3000030517578,A872958,Acceso Sur Prolongación; CP: 3541,02/12/2015,23/09/2020
652,EEA Cesareo Naredo,Davis,Guamini,Buenos Aires,-36.5,-62,120,D0057,EEA Cesareo Naredo,08/09/2017,07/06/2019
424,El Colorado - EEA El Colorado,Nimbus THP,Pirane,Formosa,-26.33,-59.35,106,A872905,Av.Carlos Pellegrini s/n Acceso Sur- 3603,07/10/2013,23/09/2020
504,El Galpon,Davis,El Galpón,Salta,-25.38,-64.64,520,D0054,---,06/01/2016,13/03/2020
247,El Palmar - EEA Conc. Uruguay,Nimbus THP,Ubajay,Entre Rios,-31.86,-58.26,35,A872804,"Ruta 14, km 198. A 17 km de Ubajay",13/12/2010,23/09/2020
378,El Portezuelo - EEA La Rioja,Nimbus THP,El Portezuelo,La Rioja,-30.84,-66.7,820,A872887,"Ruta Prov. N° 28, salida a Malanzan.CP: 5385",11/10/2012,22/09/2020
415,El Potrero - EEA Yuto,Nimbus THP,Colonia Santa Rosa,Salta,-23.47,-64.38,350,A872883,RN 34 Km 1305 CP: 4400,18/09/2013,11/09/2020
545,El Redomon,Omixom,Sin asignar,Entre Rios,-31.08,-58.28,0,91023,Concordia,31/03/2017,12/01/2019
594,El Remanso,Omixom,Sin asignar,Corrientes,-29.99,-58.38,0,92014,Curuzú Cuatiá,31/03/2017,12/01/2019
303,Esperanza - EEA Santa Cruz,Nimbus THP,Esperanza,Santa Cruz,-51.1,-70.5,541,A872860,"Ruta prov. Nº 5, Esperanza",17/11/2011,18/05/2020
417,Esquina - EEA Bella Vista,Nimbus THP,Esquina,Corrientes,-30.04,-59.53,52.9000015258789,A872914,"Ruta 12 Km 682 (Acceso Sur), CP: 3196",06/11/2013,07/09/2020
437,Est. Torrent - EEA Mercedes,Nimbus THP,Estación Torrent,Corrientes,-28.8,-56.5,85.8000030517578,A872705,"Ruta Nacional 14 km 723, CP:3344",12/02/2014,07/04/2018
620,Estacas,Omixom,Sin asignar,Entre Rios,-30.59,-59.23,0,91080,La Paz,31/03/2017,12/11/2017
649,Estancia Puerto Valle,Omixom,Sin asignar,Corrientes,-27.61,-56.44,0,32011,Ituzaingo,31/03/2017,01/01/2019
588,Estancia San Nicolas,Omixom,Sin asignar,Corrientes,-27.87,-57.39,0,92008,San Miguel,31/03/2017,12/01/2019
348,Famailla - EEA Famailla,Nimbus THP,Famaillá,Tucuman,-27.02,-65.38,379.799987792969,A872871,"Ruta Prov. 301, Km 32 CP: 4132",13/12/2011,23/09/2020
578,Federación,Omixom,Sin asignar,Entre Rios,-31.06,-57.92,0,91059,Federación,31/03/2017,12/01/2019
551,Federal,Omixom,Sin asignar,Entre Rios,-30.93,-58.79,0,91029,Federal,15/11/2017,12/01/2019
248,Federal - EEA Concordia,Nimbus THP,Federal,Entre Rios,-30.93,-58.77,65,A872805,"Ruta 127, a 1 km de Va. Federal",14/12/2010,17/09/2020
562,Feliciano,Omixom,Sin asignar,Entre Rios,-30.43,-58.77,0,91041,Feliciano,31/03/2017,12/01/2019
238,Ferre - EEA Pergamino,Nimbus THP,Ferré,Buenos Aires,-34.1,-61.14,103,A872815,"Ruta Provincial 50, Km. 638.",22/11/2011,23/09/2020
453,G Conesa(7)-EEA Valle Inferior,Nimbus THP,General Conesa,Río Negro,-40.07,-64.61,69,A872708,,02/07/2014,28/07/2019
565,Galarza,Omixom,Sin asignar,Entre Rios,-32.72,-59.38,0,91045,Gualeguay,31/03/2017,12/01/2019
375,Gancedo - EEA Las Breñas,Nimbus THP,Gancedo,Chaco,-27.48,-61.66,140,A872894,Calle San Martin s/n CP: 3734 Dto. 12 de Octubre,28/11/2012,13/02/2020
295,Garabato - EEA Reconquista,Nimbus THP,Garabato,Santa Fe,-28.89,-60.19,66,A872866,"RP 3 Km 31,5, Garabato, dto. Vera, CP: 3551",16/11/2011,29/12/2017
273,General Campos - EEA Concordia,Nimbus THP,General Campos,Entre Rios,-31.53,-58.4,40,A872831,Entre Ríos,29/07/2011,15/09/2020
593,General Paz (Caá Catí),Omixom,Sin asignar,Corrientes,-27.72,-57.6,0,92013,Corrientes,31/03/2017,24/10/2018
598,Goya,Omixom,Sin asignar,Corrientes,-29.08,-59.2,0,92019,Goya,31/03/2017,15/10/2018
408,Goya - EEA Bella Vista,Nimbus THP,Goya,Corrientes,-29.18,-59.09,84,A872950,Paraje Maruchas (camino vecinal sobre ruta 12),03/09/2013,20/02/2020
235,Gral San Martin - EEA Anguil,Nimbus THP,General San Martin,La Pampa,-38,-63.52,177.899993896484,A872821,Ruta Nac. Nº35 Km. 110. CP: 8206,10/09/2010,23/09/2020
674,Gral. Conesa - EEA Valle Inf.,Nimbus THP,General Conesa,Río Negro,-40.21,-64.19,100,A872972,,08/01/2019,21/10/2019
268,Gral. Roca - EEA Alto Valle,Nimbus THP,General Roca,Río Negro,-39.03,-67.74,242,A872846,Rta. Nac. 22 km1190 (Allen) CP: 8330,27/05/2011,23/09/2020
567,Gualeguay,Omixom,Sin asignar,Entre Rios,-33.1,-59.3,0,91047,Gualeguay,26/07/2017,12/01/2019
528,Gualeguaychu,Omixom,Sin asignar,Entre Rios,-33.03,-58.62,0,91003,Gualeguaychu,31/03/2017,11/01/2019
274,Gualjaina - EEA Esquel,Nimbus THP,Gualjaina,Chubut,-42.73,-70.5,501.399993896484,A872853,Chacra Tertulia de Gualjaina,30/05/2011,08/06/2020
648,Guayquiraró,Omixom,Sin asignar,Corrientes,-30.29,-59.45,0,32006,Esquina,14/12/2017,03/12/2018
579,Hasenkamp,Omixom,Sin asignar,Entre Rios,-31.52,-59.84,0,91002,Parana,31/03/2017,12/01/2019
492,Herliszka - EEA Corrientes,Nimbus THP,Herliszka,Corrientes,-27.62,-58.37,67.8000030517578,A872952,Ruta 5 - km 45.5,19/06/2015,16/10/2018
385,Hermoso Campo - EEA Las Breñas,Nimbus THP,Hermoso Campo,Chaco,-27.6,-61.31,95.8000030517578,A872896,Ruta 5 acceso Hermoso Campo CP: 3733,28/02/2013,25/06/2020
547,Hernandarias,Omixom,Sin asignar,Entre Rios,-31.2,-59.97,0,91001,Parana,31/03/2017,12/01/2019
576,Hinojal,Omixom,Sin asignar,Entre Rios,-32.38,-60.17,0,91057,Victoria,05/04/2017,12/01/2019
488,Hornillos - IPAF NOA,Nimbus THP,Hornillos,Jujuy,-23.66,-65.43,2241,A872925,"RN Nº 9, Km 1763 CP (4622)",08/05/2015,23/09/2020
234,Huinca Renanco - EEA Anguil,Nimbus THP,Huinca Renanco,Córdoba,-34.77,-64.37,189,A872822,Ruta Nac. Nº35 Km.535 CP: 6270,06/09/2010,23/09/2020
581,Humaita,Omixom,Sin asignar,Entre Rios,-31.8,-58.19,0,91062,Colon,31/03/2017,12/01/2019
599,Ibicuy-Copra,Omixom,Sin asignar,Corrientes,-29.17,-57.96,0,92021,Mercedes,13/07/2017,23/11/2018
452,IDEVI - EEA Valle Inferior,Nimbus THP,Viedma,Río Negro,-40.71,-63.53,14,A872843,,07/07/2014,25/02/2020
667,Ing. Jacobacci - EEA Bariloche,Nimbus THP,Ingeniero Jacobacci,Río Negro,-41.33,-69.55,30,A872898,AER Ing. Jacobacci,12/03/2019,13/01/2020
426,Ing. Juárez - EEA Ing. Juárez,Nimbus THP,Ingeniero Guillermo Juárez,Formosa,-23.95,-61.75,207.699996948242,A872903,-,27/06/2013,31/07/2020
416,Ing.Jacobacci(7)-EEA Bariloche,Nimbus THP,Ingeniero Jacobacci,Río Negro,-41.33,-69.55,879,A872707,-,19/11/2013,11/03/2019
254,INTA - 9 de Julio (Imetos),Imetos,9 de Julio,Buenos Aires,-35.46,-60.95,79,00000A4B,"9 de Julio, Bs As",21/12/2010,28/06/2013
